,allow_download_photo,author_pin,aweme_id,cid,collect_stat,comment_language,comment_post_item_ids,create_time,digg_count,image_list,is_author_digged,is_comment_translatable,is_high_purchase_intent,label_list,no_show,reply_comment,reply_comment_total,reply_id,reply_to_reply_id,share_info,sort_extra_score,sort_tags,status,stick_position,text,text_extra,trans_btn_style,user,user_buried,user_digged,coder1_concept1,coder1_concept2,coder2_concept1,coder2_concept2,human_concept1,human_concept2
0,True,False,7536798040154246413,7536961141193982751,0,en,,1754835561,1,,False,True,False,,False,,0,0,0,"{'acl': {'code': 0, 'extra': '{}'}, 'desc': 'SammiBlues’s comment: Brooke needs to LAWYER UP and if you support Tana in this, that’s crazy. She is actively hanging all of Brooke’s work with her over Brooke’s head. Just because Tana decided to type the password in and start the channel a little bit before she started to cancel podcast, Does not mean that Brooke put in no work into it!I quite literally started watching the podcast because Brooke was funny not Tana and there’s a bunch of other people in that same boat.', 'title': '', 'url': 'https://m.tiktok.com/v/7536798040154246413.html?_d=6ma51d6e50kfhl&comment_author_id=6695440734944297989&preview_pb=0&share_comment_id=7536961141193982751&share_item_id=7536798040154246413&sharer_language=en-US&source=h5_m&u_code=0'}","{'reply_score': 0.000221, 'show_more_score': 0.000258}","{""top_list"":1}",1,0,"Brooke needs to LAWYER UP and if you support Tana in this, that’s crazy. She is actively hanging all of Brooke’s work with her over Brooke’s head. Just because Tana decided to type the password in and start the channel a little bit before she started to cancel podcast, Does not mean that Brooke put in no work into it!I quite literally started watching the podcast because Brooke was funny not Tana and there’s a bunch of other people in that same boat.",[],0,"{'account_labels': None, 'ad_cover_url': None, 'advance_feature_item_order': None, 'advanced_feature_info': None, 'avatar_thumb': {'uri': 'tos-useast8-avt-0068-tx2/bc0af53afdbed638debd4f6e5adf8def', 'url_list': ['https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/bc0af53afdbed638debd4f6e5adf8def~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=cc26d8fb&x-expires=1762902000&x-signature=8oL94rUra8VWjkIoVyC%2Fap8Psho%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8', 'https://p19-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/bc0af53afdbed638debd4f6e5adf8def~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=df00b3f1&x-expires=1762902000&x-signature=p4pv06Kp4klnxb0EEDIRxkatvM0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8', 'https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/bc0af53afdbed638debd4f6e5adf8def~tplv-tiktokx-cropcenter:100:100.jpeg?dr=9640&refresh_token=9b480a7b&x-expires=1762902000&x-signature=l1drBzfMJDph5aX0WRioW08DQI4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8'], 'url_prefix': None}, 'bold_fields': None, 'can_message_follow_status_list': None, 'can_set_geofencing': None, 'cha_list': None, 'cover_url': None, 'custom_verify': '', 'enterprise_verify_reason': '', 'events': None, 'followers_detail': None, 'geofencing': None, 'homepage_bottom_toast': None, 'item_list': None, 'mutual_relation_avatars': None, 'need_points': None, 'nickname': 'SammiBlues', 'platform_sync_info': None, 'relative_users': None, 'search_highlight': None, 'sec_uid': 'MS4wLjABAAAAxcph1-MF6aikAI0sYtwAZO9k5kqg7a1-k4WmPVbQsmZ3DFwLdvdJH-sTzn5XxjrK', 'shield_edit_field_info': None, 'type_label': None, 'uid': '6695440734944297989', 'unique_id': 'samvulcan', 'user_profile_guide': None, 'user_tags': None, 'white_cover_url': None}",False,0,0,1.0,0.0,1.0,,
1,True,False,7536798040154246413,7537026057976775479,0,en,,1754850651,1,,False,True,False,,False,,0,0,0,"{'acl': {'code': 0, 'extra': '{}'}, 'desc': 'Kaelyn Schneider’s comment: What do you mean she chose to bring Brooke on? Brooke has every right to the channel now it’s not just hers. It’s both of theirs. Tana made that decision when she brought her on and made it a cohost podcast so Brooke has every right to be upset', 'title': '', 'url': 'https://m.tiktok.com/v/7536798040154246413.html?_d=6ma51d6e50kfhl&comment_author_id=6890653000501085190&preview_pb=0&share_comment_id=7537026057976775479&share_item_id=7536798040154246413&sharer_language=en-US&source=h5_m&u_code=0'}","{'reply_score': 0.000309, 'show_more_score': 0.000185}","{""top_list"":1}",1,0,What do you mean she chose to bring Brooke on? Brooke has every right to the channel now it’s not just hers. It’s both of theirs. Tana made that decision when she brought her on and made it a cohost podcast so Brooke has every right to be upset,[],0,"{'account_labels': None, 'ad_cover_url': None, 'advance_feature_item_order': None, 'advanced_feature_info': None, 'avatar_thumb': {'uri': 'tos-useast5-avt-0068-tx/6dd36b258e972455e1d41440ca643c53', 'url_list': ['https://p19-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/6dd36b258e972455e1d41440ca643c53~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=f7e36937&x-expires=1762902000&x-signature=fuBH4wOU%2FJ0DftDpy0HtAxnDJFw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8', 'https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/6dd36b258e972455e1d41440ca643c53~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=2f3fb27d&x-expires=1762902000&x-signature=HJg7JLUKhSdalL%2BWi6WeazGsbKA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8', 'https://p19-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/6dd36b258e972455e1d41440ca643c53~tplv-tiktokx-cropcenter:100:100.jpeg?dr=9640&refresh_token=0da631cd&x-expires=1762902000&x-signature=jt%2BIcROeYdAJGeBu4iiRkQaTC3Q%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8'], 'url_prefix': None}, 'bold_fields': None, 'can_message_follow_status_list': None, 'can_set_geofencing': None, 'cha_list': None, 'cover_url': None, 'custom_verify': '', 'enterprise_verify_reason': '', 'events': None, 'followers_detail': None, 'geofencing': None, 'homepage_bottom_toast': None, 'item_list': None, 'mutual_relation_avatars': None, 'need_points': None, 'nickname': 'Kaelyn Schneider', 'platform_sync_info': None, 'relative_users': None, 'search_highlight': None, 'sec_uid': 'MS4wLjABAAAAQlpyRO0HfRbTiAJmw_HpagFbDMZajJ8hFNFQj2ZrWMHYXDoD6H9S7L1Wy5bn3nIS', 'shield_edit_field_info': None, 'type_label': None, 'uid': '6890653000501085190', 'unique_id': 'kaelynjschneider', 'user_profile_guide': None, 'user_tags': None, 'white_cover_url': None}",False,0,0,1.0,0.0,1.0,,
2,True,False,7536798040154246413,7537517062098060088,0,en,,1754964968,0,,False,True,False,,False,,0,0,0,"{'acl': {'code': 1, 'extra': '{""is_share_handler_failed"":""1""}'}, 'desc': '', 'title': '', 'url': ''}",,{},1,0,i couldn't even continue the video. like not a single good take,[],0,"{'account_labels': None, 'ad_cover_url': None, 'advance_feature_item_order': None, 'advanced_feature_info': None, 'avatar_thumb': {'uri': 'tos-maliva-avt-0068/15c8a319fb62a2ece13de51a664bfe9d', 'url_list': ['https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/15c8a319fb62a2ece13de51a664bfe9d~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=0221c536&x-expires=1762902000&x-signature=h9lWNlXUOCVG1e7HB0dU3hJ2T7k%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8', 'https://p19-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/15c8a319fb62a2ece13de51a664bfe9d~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=dd1335ab&x-expires=1762902000&x-signature=J%2BdW9T%2B1L%2BE4XtwFXz59WxNkY6E%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8', 'https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/15c8a319fb62a2ece13de51a664bfe9d~tplv-tiktokx-cropcenter:100:100.jpeg?dr=9640&refresh_token=6ad65129&x-expires=1762902000&x-signature=g524C43EHNRuP%2ByN3EqfWRFg5V4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8'], 'url_prefix': None}, 'bold_fields': None, 'can_message_follow_status_list': None, 'can_set_geofencing': None, 'cha_list': None, 'cover_url': None, 'custom_verify': '', 'enterprise_verify_reason': '', 'events': None, 'followers_detail': None, 'geofencing': None, 'homepage_bottom_toast': None, 'item_list': None, 'mutual_relation_avatars': None, 'need_points': None, 'nickname': 'lmao', 'platform_sync_info': None, 'relative_users': None, 'search_highlight': None, 'sec_uid': 'MS4wLjABAAAA5ldXKd-n8Hkeh2upKvFHqr7Vkjoy3Yy5IP4iGvWVSuJZ5OCv0aa-PLOU-CpIOBIy', 'shield_edit_field_info': None, 'type_label': None, 'uid': '7262696243666633734', 'unique_id': 'ahmad.enheyar', 'user_profile_guide': None, 'user_tags': None, 'white_cover_url': None}",False,0,0,0.0,0.0,0.0,,
3,True,False,7536798040154246413,7539067702431515400,0,en,,1755325996,0,,False,True,False,,False,,0,0,0,"{'acl': {'code': 0, 'extra': '{}'}, 'desc': 'kaylahashleigh’s comment: to this day still have no idea who brooke is 😭😭😭 so sorry', 'title': '', 'url': 'https://m.tiktok.com/v/7536798040154246413.html?_d=6ma51d6e50kfhl&comment_author_id=6818431047920288774&preview_pb=0&share_comment_id=7539067702431515400&share_item_id=7536798040154246413&sharer_language=en-US&source=h5_m&u_code=0'}","{'reply_score': 0.000103, 'show_more_score': 6e-06}","{""top_list"":1}",1,0,to this day still have no idea who brooke is 😭😭😭 so sorry,[],0,"{'account_labels': None, 'ad_cover_url': None, 'advance_feature_item_order': None, 'advanced_feature_info': None, 'avatar_thumb': {'uri': 'tos-alisg-avt-0068/678a06cd277e30990be7047712fc5316', 'url_list': ['https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/678a06cd277e30990be7047712fc5316~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=7c33eb5b&x-expires=1762902000&x-signature=kdmBPYrkF7wzqDChmJURhGMORm0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8', 'https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/678a06cd277e30990be7047712fc5316~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=133c2bbb&x-expires=1762902000&x-signature=A9zwuFCxMT8E3THEvJUzZVwejaM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8', 'https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/678a06cd277e30990be7047712fc5316~tplv-tiktokx-cropcenter:100:100.jpeg?dr=9640&refresh_token=6f0062a2&x-expires=1762902000&x-signature=AYtko1WyzZiR%2Br6DZ4zSM6eB6nU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8'], 'url_prefix': None}, 'bold_fields': None, 'can_message_follow_status_list': None, 'can_set_geofencing': None, 'cha_list': None, 'cover_url': None, 'custom_verify': '', 'enterprise_verify_reason': '', 'events': None, 'followers_detail': None, 'geofencing': None, 'homepage_bottom_toast': None, 'item_list': None, 'mutual_relation_avatars': None, 'need_points': None, 'nickname': 'kaylahashleigh', 'platform_sync_info': None, 'relative_users': None, 'search_highlight': None, 'sec_uid': 'MS4wLjABAAAAFLALaB2Pmc5lMzQo5F5vfuE1QoBewDJWu7-gNQsHYybJDPPAvg6KB3kHgbBg6aj0', 'shield_edit_field_info': None, 'type_label': None, 'uid': '6818431047920288774', 'unique_id': 'kaylahashleighh', 'user_profile_guide': None, 'user_tags': None, 'white_cover_url': None}",False,0,1,0.0,0.0,0.0,,
4,False,False,7536798040154246413,7536929110423077640,0,en,,1754828063,0,,False,True,False,,False,,0,0,0,"{'acl': {'code': 1, 'extra': '{""is_share_handler_failed"":""1""}'}, 'desc': '', 'title': '', 'url': ''}",,{},1,0,girl.. this take aint it,[],0,"{'account_labels': None, 'ad_cover_url': None, 'advance_feature_item_order': None, 'advanced_feature_info': None, 'avatar_thumb': {'uri': 'tos-maliva-avt-0068/6bc6b73bea6c7751c7c5dffcad26bd53', 'url_list': ['https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/6bc6b73bea6c7751c7c5dffcad26bd53~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=9f3ab080&x-expires=1762902000&x-signature=9bmvD1RjtlMjcnj3uVr4DEj2c1U%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8', 'https://p19-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/6bc6b73bea6c7751c7c5dffcad26bd53~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=833d54b8&x-expires=1762902000&x-signature=kQQaryKEuwrBAfht5x2xOYLO5Wk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8', 'https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/6bc6b73bea6c7751c7c5dffcad26bd53~tplv-tiktokx-cropcenter:100:100.jpeg?dr=9640&refresh_token=3223e049&x-expires=1762902000&x-signature=6O4XigsrgAIj5q1ucQVKp4TRu4c%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8'], 'url_prefix': None}, 'bold_fields': None, 'can_message_follow_status_list': None, 'can_set_geofencing': None, 'cha_list': None, 'cover_url': None, 'custom_verify': '', 'enterprise_verify_reason': '', 'events': None, 'followers_detail': None, 'geofencing': None, 'homepage_bottom_toast': None, 'item_list': None, 'mutual_relation_avatars': None, 'need_points': None, 'nickname': 'haley😡', 'platform_sync_info': None, 'relative_users': None, 'search_highlight': None, 'sec_uid': 'MS4wLjABAAAAR7_--B1BG6gPrUbJqMuMLjz-Dj4em36Jr6xBedBks--oTGfdwFsU2MufoOGowCR9', 'shield_edit_field_info': None, 'type_label': None, 'uid': '6781953475044754438', 'unique_id': '_biglipmcgee', 'user_profile_guide': None, 'user_tags': None, 'white_cover_url': None}",False,0,0,0.0,0.0,0.0,,
5,True,False,7536798040154246413,7536996318540612374,0,en,,1754843714,0,,False,True,True,,False,,0,0,0,"{'acl': {'code': 1, 'extra': '{""is_share_handler_failed"":""1""}'}, 'desc': '', 'title': '', 'url': ''}",,{},1,0,"The pendulum always swings, tana thinks she’s bigger then the programme 😭watch the girls flock to support brook after this",[],0,"{'account_labels': None, 'ad_cover_url': None, 'advance_feature_item_order': None, 'advanced_feature_info': None, 'avatar_thumb': {'uri': 'tos-maliva-avt-0068/abb27f776ff2e63bc99841880624c281', 'url_list': ['https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/abb27f776ff2e63bc99841880624c281~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=049009c5&x-expires=1762902000&x-signature=1%2FWU%2B%2BBNWSgKWC5QSRGMg%2F2Hm5o%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8', 'https://p19-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/abb27f776ff2e63bc99841880624c281~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a6e0534b&x-expires=1762902000&x-signature=J0qdsmdXyzU34NdCaShf18opu5E%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8', 'https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/abb27f776ff2e63bc99841880624c281~tplv-tiktokx-cropcenter:100:100.jpeg?dr=9640&refresh_token=3e834b62&x-expires=1762902000&x-signature=JZxck4EwetOAdSxb4twDwZvTFXM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8'], 'url_prefix': None}, 'bold_fields': None, 'can_message_follow_status_list': None, 'can_set_geofencing': None, 'cha_list': None, 'cover_url': None, 'custom_verify': '', 'enterprise_verify_reason': '', 'events': None, 'followers_detail': None, 'geofencing': None, 'homepage_bottom_toast': None, 'item_list': None, 'mutual_relation_avatars': None, 'need_points': None, 'nickname': 'DMuzzy', 'platform_sync_info': None, 'relative_users': None, 'search_highlight': None, 'sec_uid': 'MS4wLjABAAAAhK4WkAKlXKNVrOZ0VHlJVBjJlDUSlGjmaVIO9E9QuENEheKW3RFe7fMR3s5FXcQS', 'shield_edit_field_info': None, 'type_label': None, 'uid': '6850921356789580806', 'unique_id': 'marajhoes', 'user_profile_guide': None, 'user_tags': None, 'white_cover_url': None}",False,0,0,1.0,0.0,0.0,,
6,True,False,7536798040154246413,7537165616693150495,0,en,,1754883141,1,,False,True,False,,False,,0,0,0,"{'acl': {'code': 0, 'extra': '{}'}, 'desc': 'mommyof3’s comment: no tana is wrong yes its her channel but Brooke has helped build that channel she did for up they should of made a new channel that they both own', 'title': '', 'url': 'https://m.tiktok.com/v/7536798040154246413.html?_d=6ma51d6e50kfhl&comment_author_id=7367137216227542059&preview_pb=0&share_comment_id=7537165616693150495&share_item_id=7536798040154246413&sharer_language=en-US&source=h5_m&u_code=0'}","{'reply_score': 0.000351, 'show_more_score': 0.000422}","{""top_list"":1}",1,0,no tana is wrong yes its her channel but Brooke has helped build that channel she did for up they should of made a new channel that they both own,[],0,"{'account_labels': None, 'ad_cover_url': None, 'advance_feature_item_order': None, 'advanced_feature_info': None, 'avatar_thumb': {'uri': 'tos-useast8-avt-0068-tx2/4e9cb2c293fca1552136e97efd1e6518', 'url_list': ['https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/4e9cb2c293fca1552136e97efd1e6518~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=59e0d7ac&x-expires=1762902000&x-signature=8OyixUrHLBDzdoqL3S%2FkVhbhw80%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8', 'https://p19-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/4e9cb2c293fca1552136e97efd1e6518~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=e62b9bd0&x-expires=1762902000&x-signature=vyc1S3YnnubMvWVgwpWOHvr1zlM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8', 'https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/4e9cb2c293fca1552136e97efd1e6518~tplv-tiktokx-cropcenter:100:100.jpeg?dr=9640&refresh_token=6409a49b&x-expires=1762902000&x-signature=woSNoVwF3QJjerAaDyaLny4M6Uo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8'], 'url_prefix': None}, 'bold_fields': None, 'can_message_follow_status_list': None, 'can_set_geofencing': None, 'cha_list': None, 'cover_url': None, 'custom_verify': '', 'enterprise_verify_reason': '', 'events': None, 'followers_detail': None, 'geofencing': None, 'homepage_bottom_toast': None, 'item_list': None, 'mutual_relation_avatars': None, 'need_points': None, 'nickname': 'mommyof3', 'platform_sync_info': None, 'relative_users': None, 'search_highlight': None, 'sec_uid': 'MS4wLjABAAAA7ccW2p5kUDaAZS-gNuYwByYMlcYM7k2mCzuad251aSuJ_JHIFHYcdC3TPEXzbfMF', 'shield_edit_field_info': None, 'type_label': None, 'uid': '7367137216227542059', 'unique_id': 'f.benavente', 'user_profile_guide': None, 'user_tags': None, 'white_cover_url': None}",False,0,0,1.0,0.0,1.0,,
7,False,False,7536798040154246413,7554999669332673336,0,un,,1759035455,0,,False,False,False,,False,,0,0,0,"{'acl': {'code': 1, 'extra': '{""is_share_handler_failed"":""1""}'}, 'desc': '', 'title': '', 'url': ''}",,{},1,0,😂,[],0,"{'account_labels': None, 'ad_cover_url': None, 'advance_feature_item_order': None, 'advanced_feature_info': None, 'avatar_thumb': {'uri': 'tos-maliva-avt-0068/e4e2ec1058109a2668b60c7e93a2835d', 'url_list': ['https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/e4e2ec1058109a2668b60c7e93a2835d~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=62ee2af1&x-expires=1762902000&x-signature=I38Y0XFmKEUZC0kx1ryeGb%2BsOv8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8', 'https://p19-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/e4e2ec1058109a2668b60c7e93a2835d~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=3f624149&x-expires=1762902000&x-signature=x%2FTWxaZIYdI3lPswsr%2Blnk4WBXE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8', 'https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/e4e2ec1058109a2668b60c7e93a2835d~tplv-tiktokx-cropcenter:100:100.jpeg?dr=9640&refresh_token=c8b76feb&x-expires=1762902000&x-signature=Y3Z6zSoqtwnkRcD%2FYzpihbZrL6c%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8'], 'url_prefix': None}, 'bold_fields': None, 'can_message_follow_status_list': None, 'can_set_geofencing': None, 'cha_list': None, 'cover_url': None, 'custom_verify': '', 'enterprise_verify_reason': '', 'events': None, 'followers_detail': None, 'geofencing': None, 'homepage_bottom_toast': None, 'item_list': None, 'mutual_relation_avatars': None, 'need_points': None, 'nickname': 'victoria♡', 'platform_sync_info': None, 'predicted_age_group': '3', 'relative_users': None, 'search_highlight': None, 'sec_uid': 'MS4wLjABAAAAcoTZnXJRhlnr0hnmC5CEm1JB_eRzzHzdJetPxzcHJ6UBGRGvoIl9cNP82m4xKaSc', 'shield_edit_field_info': None, 'type_label': None, 'uid': '6524450028876993551', 'unique_id': '_vicko_16', 'user_profile_guide': None, 'user_tags': None, 'white_cover_url': None}",False,0,0,0.0,0.0,0.0,,
8,False,False,7536798040154246413,7537453723161854742,0,en,,1754950213,0,,False,True,False,,False,,0,0,0,"{'acl': {'code': 1, 'extra': '{""is_share_handler_failed"":""1""}'}, 'desc': '', 'title': '', 'url': ''}",,{},1,0,"Graceful isn’t stripping your cohost of their income because YOU don’t need it and don’t want it anymore. It’s selfish. It was both of their podcast, it should be a shared decision",[],0,"{'account_labels': None, 'ad_cover_url': None, 'advance_feature_item_order': None, 'advanced_feature_info': None, 'avatar_thumb': {'uri': 'tos-maliva-avt-0068/9e4099a244275f1825a80389e3cdd80b', 'url_list': ['https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/9e4099a244275f1825a80389e3cdd80b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=fdf4508f&x-expires=1762902000&x-signature=V4HfC8qM9%2FEnW%2Ffyv0p4s51yUgM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8', 'https://p19-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/9e4099a244275f1825a80389e3cdd80b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a6bb2bc0&x-expires=1762902000&x-signature=SlUdtmbXrgTkRyFCvWHiydplCoE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8', 'https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/9e4099a244275f1825a80389e3cdd80b~tplv-tiktokx-cropcenter:100:100.jpeg?dr=9640&refresh_token=91b1bf52&x-expires=1762902000&x-signature=FMiz9LHZPPQRFM49rywCtFncWR4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8'], 'url_prefix': None}, 'bold_fields': None, 'can_message_follow_status_list': None, 'can_set_geofencing': None, 'cha_list': None, 'cover_url': None, 'custom_verify': '', 'enterprise_verify_reason': '', 'events': None, 'followers_detail': None, 'geofencing': None, 'homepage_bottom_toast': None, 'item_list': None, 'mutual_relation_avatars': None, 'need_points': None, 'nickname': 'Usrn', 'platform_sync_info': None, 'predicted_age_group': '-1', 'relative_users': None, 'search_highlight': None, 'sec_uid': 'MS4wLjABAAAA55nnqlLwGLFJPcAtEhtAdx4iF3viUco15T4p5hzeqYJQwq3nE23KAKG20kPKi8OB', 'shield_edit_field_info': None, 'type_label': None, 'uid': '107660488599011328', 'unique_id': 'username0092010907190', 'user_profile_guide': None, 'user_tags': None, 'white_cover_url': None}",False,0,0,1.0,0.0,0.0,,
9,True,False,7536798040154246413,7538536065818182455,0,en,,1755202233,0,,False,True,False,,False,,0,0,0,"{'acl': {'code': 1, 'extra': '{""is_share_handler_failed"":""1""}'}, 'desc': '', 'title': '', 'url': ''}","{'reply_score': 0.00024, 'show_more_score': 1.2e-05}","{""top_list"":1}",1,0,Once a MINDY always a MINDY 🙃,[],0,"{'account_labels': None, 'ad_cover_url': None, 'advance_feature_item_order': None, 'advanced_feature_info': None, 'avatar_thumb': {'uri': 'tos-useast5-avt-0068-tx/b3aa1f5d8bc0b8c6bb36262145aa8040', 'url_list': ['https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/b3aa1f5d8bc0b8c6bb36262145aa8040~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=d6fa4e81&x-expires=1762902000&x-signature=HxxvxP2Y6hl2f%2F2d96s2yxv2m%2Fo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8', 'https://p19-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/b3aa1f5d8bc0b8c6bb36262145aa8040~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=61606dd6&x-expires=1762902000&x-signature=9DB2iWl3WgtjLP01vw1dqO%2Ffvc8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8', 'https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/b3aa1f5d8bc0b8c6bb36262145aa8040~tplv-tiktokx-cropcenter:100:100.jpeg?dr=9640&refresh_token=bd04d6cb&x-expires=1762902000&x-signature=PKb%2Ba3OILhmZDiS6ZuAY8lVVzmE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8'], 'url_prefix': None}, 'bold_fields': None, 'can_message_follow_status_list': None, 'can_set_geofencing': None, 'cha_list': None, 'cover_url': None, 'custom_verify': '', 'enterprise_verify_reason': '', 'events': None, 'followers_detail': None, 'geofencing': None, 'homepage_bottom_toast': None, 'item_list': None, 'mutual_relation_avatars': None, 'need_points': None, 'nickname': 'tootsi.randall', 'platform_sync_info': None, 'relative_users': None, 'search_highlight': None, 'sec_uid': 'MS4wLjABAAAA6-UiWmABARQgIbW5ffkOFJGVL5wVpATiRnRlmz5zEE3jNbFqvNTGAaELQWsy98Wj', 'shield_edit_field_info': None, 'type_label': None, 'uid': '7303594804780483626', 'unique_id': 'tootsi.randall', 'user_profile_guide': None, 'user_tags': None, 'white_cover_url': None}",False,0,0,0.0,0.0,0.0,,
